SECCODE,SECNAME,TDATE,TDATE1,MINTIME,STARTPRC,HIGHPRC,LOWPRC,ENDPRC,MINTQ,MINTM,UNIX,MARKET
399300,沪深300 ,2.01E+11,20120903,930,2201.123,2201.123,2201.123,2201.123,13574600,113887816,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,945,2200,2208.416,2198.079,2207.643,246833500,2335316385,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1000,2208.621,2215.369,2207.048,2214.486,288448800,2733611927,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1015,2214.295,2225.451,2213.394,2221.836,358098500,3319902850,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1030,2222.484,2223.123,2217.915,2219.015,257098800,2380433848,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1045,2218.683,2220.521,2215.346,2220.521,186403500,1845875052,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1100,2220.746,2229.277,2219.943,2228.966,236423100,2236311330,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1115,2229.185,2232.622,2226.988,2232.292,207381900,1929835914,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1130,2233.126,2236.429,2229.654,2232.841,283891500,2466062460,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1315,2233.566,2235.646,2230.356,2230.644,210441700,1838616877,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1330,2230.858,2233.471,2228.351,2229.189,195179100,1738937719,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1345,2229.371,2230.954,2226.596,2230.646,163252300,1584293453,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1400,2231.139,2231.997,2229.062,2229.859,149334700,1378779394,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1415,2229.904,2235.126,2229.273,2232.599,235385400,2160578907,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1430,2232.811,2233.599,2224.449,2226.777,295364800,2530764654,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1445,2226.476,2228.587,2226.002,2226.735,191403300,1766257756,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120903,1500,2227.107,2229.81,2227.107,2228.369,336343700,2939710386,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,930,2231.716,2231.716,2231.716,2231.716,13088800,304235551,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,945,2231.656,2234.809,2229.977,2230.725,280772500,3752543399,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1000,2230.765,2232.286,2228.39,2230.928,232127500,2441607204,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1015,2230.74,2230.982,2225.649,2225.678,239025000,2327005603,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1030,2225.922,2229.993,2225.413,2228.913,199043600,1952071729,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1045,2229.429,2229.429,2225.554,2226.165,165359800,1630522991,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1100,2226.619,2231.439,2226.437,2229.264,207685600,1774484754,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1115,2229.593,2231.294,2227.626,2227.626,180948400,1712946284,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1130,2227.669,2228.135,2216.72,2217.25,256278100,2238199990,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1315,2217.269,2217.64,2215.299,2216.591,153698300,1390724504,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1330,2216.785,2216.785,2213.395,2215.741,156380300,1395597927,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1345,2216.147,2220.183,2216.091,2219.102,176691800,1551102668,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1400,2219.543,2219.543,2208.532,2209.22,251436000,2185674352,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1415,2209.317,2212.874,2209.317,2210.812,174136600,1510439437,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1430,2210.919,2211.179,2205.61,2206.692,208203100,1813809685,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1445,2207.298,2207.654,2199.747,2200.588,286861700,2526257467,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120904,1500,2201.282,2204.439,2200.826,2204.407,303531700,2712980377,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,930,2199.743,2199.743,2199.743,2199.743,8504400,68215787,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,945,2199.594,2206.053,2197.762,2203.652,216534700,1980315558,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1000,2203.434,2203.434,2191.995,2195.486,317246400,2807574904,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1015,2195.369,2196.131,2190.626,2193.615,267226500,2408928033,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1030,2193.381,2195.538,2188.037,2188.037,211816800,1894722229,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1045,2187.809,2193.264,2187.351,2193.117,236173400,2081992662,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1100,2193.086,2204.533,2192.994,2201.196,276483700,2508033411,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1115,2201.538,2209.536,2200.461,2205.735,244962200,2160786674,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1130,2205.217,2205.939,2199.997,2201.243,191089500,1590627636,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1315,2201.313,2201.313,2197.145,2198.514,147311900,1196104688,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1330,2198.279,2200.772,2198.196,2199.432,126321600,1133890450,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1345,2199.47,2199.47,2195.275,2195.793,145229300,1285448685,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1400,2195.743,2200.447,2195.743,2200.35,153021500,1371231826,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1415,2200.819,2204.212,2198.053,2199.606,205455400,1777769315,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1430,2199.399,2199.933,2194.666,2195.206,183640700,1640086966,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1445,2195.119,2199.751,2195.067,2196.709,260013300,2054344532,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120905,1500,2196.857,2200.307,2194.992,2199.875,284151100,2485094823,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,930,2204.436,2204.436,2204.436,2204.436,21941700,131098883,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,945,2208.722,2218.664,2208.366,2216.76,406598500,3202525632,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1000,2216.65,2218.291,2214.282,2214.282,284291000,2351079250,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1015,2213.951,2213.979,2208.82,2209.546,217573000,1921178733,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1030,2209.768,2211.239,2207.933,2208.277,147339400,1326738400,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1045,2208.398,2209.464,2204.859,2205.291,149922900,1373985865,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1100,2205.451,2208.798,2204.721,2208.798,126068700,1175701633,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1115,2208.971,2209.528,2201.961,2202.514,178130800,1439020163,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1130,2202.18,2202.877,2199.921,2201.952,158597300,1315236567,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1315,2202.196,2203.577,2201.933,2202.516,96298300,830201248,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1330,2201.906,2206.94,2200.901,2206.889,132471300,1133028921,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1345,2206.917,2214.306,2206.093,2210.998,230769900,1828248592,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1400,2210.537,2212.248,2207.947,2208.533,189959100,1520558173,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1415,2208.299,2209.173,2205.693,2208.938,172604400,1504478033,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1430,2208.898,2212.66,2207.658,2212.66,162791400,1530321257,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1445,2212.472,2214.042,2210.096,2210.286,181627900,1647955213,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120906,1500,2211.19,2218.16,2211.183,2217.823,312602800,2641959305,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,930,2233.912,2233.912,2233.912,2233.912,30797200,242514587,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,945,2240.949,2243.78,2238.755,2242.097,704341900,6247462157,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1000,2242.333,2258.204,2242.333,2256.327,752990800,6790975364,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1015,2256.613,2265.959,2256.484,2263.562,691767400,6309392323,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1030,2263.198,2265.168,2260.894,2265.168,376816000,3463402913,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1045,2265.821,2282.349,2265.821,2282.349,660548700,5870003336,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1100,2283.212,2299.564,2283.212,2293.206,854172100,7399436495,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1115,2292.975,2301.583,2291.496,2301.423,440913500,4065493148,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1130,2302.075,2333.508,2302.075,2333.483,992416600,8662357149,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1315,2335.989,2341.488,2328.007,2328.157,758588300,6850194941,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1330,2327.323,2327.545,2323.142,2325.666,476562300,4465793627,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1345,2325.788,2326.446,2319.902,2319.902,459423800,3918763195,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1400,2320.244,2323.077,2318.234,2319.593,386130500,3496029980,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1415,2318.973,2325.802,2318.03,2324.16,409427500,3835162318,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1430,2325.07,2330.862,2322.85,2327.276,469875300,4304058921,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1445,2327.047,2327.172,2319.89,2320.327,410517000,3460597201,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120907,1500,2319.782,2319.782,2312.845,2317.179,577687500,4920611516,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,930,2320.557,2320.557,2320.557,2320.557,72196200,570321125,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,945,2320.534,2331.887,2319.006,2323.904,950579000,9298369337,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1000,2323.627,2325.789,2319.63,2324.383,603174000,6088986022,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1015,2323.996,2324.408,2315.986,2316.69,503736300,5013477175,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1030,2315.842,2322.81,2314.3,2322.81,404785800,3977956355,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1045,2322.974,2328.814,2322.974,2327.947,374195700,3564846007,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1100,2326.389,2333.427,2326.212,2329.147,455771900,4316329294,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1115,2330.011,2330.011,2320.475,2326.66,350960300,3388901110,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1130,2326.509,2333.074,2325.746,2331.619,324124600,3184209583,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1315,2332.002,2332.616,2326.506,2328.064,294365500,2936411143,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1330,2328.067,2334.283,2328.067,2332.689,320049400,3016821456,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1345,2332.561,2333.202,2325.162,2325.275,285292900,2752180585,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1400,2325.253,2325.404,2321.014,2322.266,287607000,2762648149,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1415,2322.29,2322.913,2317.792,2321.22,318904600,3008353872,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1430,2321.959,2322.074,2319.092,2319.092,229077600,2263344092,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1445,2319.921,2320.033,2315.173,2319.734,351498200,3244744331,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120910,1500,2320.015,2326.725,2320.015,2326.666,406736400,3864138902,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,930,2316.532,2316.532,2316.532,2316.532,24250300,205125523,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,945,2313.549,2313.549,2301.982,2302.81,542232500,4998088766,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1000,2303.662,2307.888,2302.933,2304.091,381560000,3614025331,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1015,2303.952,2304.761,2296.929,2296.929,343262400,3372260645,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1030,2296.526,2302.23,2294.922,2300.855,326550700,3206423897,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1045,2300.726,2306.432,2300.558,2306.432,292513100,2615277437,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1100,2306.375,2306.626,2303.311,2303.966,274403800,2420254537,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1115,2303.755,2303.989,2298.409,2303.304,225738800,2042648377,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1130,2304.81,2308.811,2302.576,2303.9,225527000,2126935836,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1315,2303.318,2303.318,2296.011,2297.171,196925600,1781978307,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1330,2297.648,2297.971,2295.353,2297.245,192084500,1813211899,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1345,2298.106,2302.901,2297.144,2302.721,176699000,1775894728,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1400,2303.11,2303.11,2296.98,2297.027,209466300,2085228290,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1415,2296.61,2302.665,2295.909,2301.406,210048600,2026314669,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1430,2301.825,2301.825,2296.085,2298.393,227417700,2105600233,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1445,2298.522,2306.996,2297.848,2306.937,335827100,3093915395,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120911,1500,2306.623,2312.299,2304.6,2311.89,441564500,4106582173,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,930,2325.925,2325.925,2325.925,2325.925,27862500,214529879,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,945,2328.949,2337.012,2328.949,2335.141,663996700,6626720963,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1000,2334.965,2336.065,2323.213,2323.793,523739300,5174218267,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1015,2324.715,2326.026,2322.809,2325.691,291243300,2878060630,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1030,2325.644,2325.945,2317.843,2318.694,257364800,2570672511,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1045,2318.666,2326.607,2318.666,2326.607,228245600,2216474651,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1100,2326.781,2327.432,2321.563,2322.481,216871600,2145295988,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1115,2322.06,2322.239,2315.01,2316.395,225964900,2135835098,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1130,2316.627,2317.032,2300.128,2302.509,399280200,3551317889,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1315,2302.893,2306.943,2302.893,2306.429,156663300,1484964825,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1330,2307.3,2307.3,2304.555,2305.348,217699600,1913866432,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1345,2306.065,2311.072,2305.439,2307.316,233478400,2127436865,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1400,2307.403,2307.403,2298.666,2305.696,291554000,2462258754,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1415,2305.55,2305.834,2301.477,2301.477,179132700,1614734614,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1430,2301.684,2310.153,2301.141,2309.926,244275400,2156108975,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1445,2310.669,2316.633,2310.371,2312.644,318375100,2823542284,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120912,1500,2312.789,2320.504,2312.514,2320.071,486504400,4389135850,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,930,2316.679,2316.679,2316.679,2316.679,15570700,120557127,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,945,2316.207,2316.77,2310.501,2313.029,319621100,2688375687,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1000,2313.421,2318.452,2309.292,2318.452,293700400,2570179540,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1015,2319.017,2323.583,2318.719,2323.537,259008300,2362990382,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1030,2324.013,2325.294,2316.47,2316.779,253763400,2357274659,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1045,2317.009,2317.221,2311.228,2312.586,217407500,2118664718,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1100,2313.367,2315.777,2310.527,2314.528,191448900,1699306389,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1115,2314.611,2318.131,2312.37,2312.735,195681300,1558476917,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1130,2313.018,2313.093,2305.957,2307.265,242301200,2207495128,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1315,2306.456,2309.953,2305.157,2309.289,169925600,1537370994,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1330,2309.07,2312.24,2307.734,2308.794,203678800,1924596750,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1345,2308.57,2313.091,2308.309,2311.569,196593800,1727993162,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1400,2311.485,2318.8,2310.754,2315.857,246633700,2376589804,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1415,2315.457,2316.741,2312.543,2315.631,197298100,1811120540,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1430,2316.683,2320.916,2315.729,2316.12,284541300,2545081502,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1445,2317.264,2320.774,2314.276,2314.276,303720900,2762137513,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120913,1500,2314.171,2314.171,2298.461,2298.461,614089900,5655787493,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,930,2324.012,2324.012,2324.012,2324.012,59204000,635182610,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,945,2328.155,2331.529,2311.95,2311.95,835473600,9222987735,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1000,2311.514,2312.87,2307.581,2311.507,411154500,4320002927,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1015,2311.135,2311.699,2305.565,2305.565,297561500,2716843787,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1030,2304.98,2307.917,2304.002,2304.337,285187800,2598486084,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1045,2303.936,2306.363,2300.974,2303.886,377113300,3303151577,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1100,2304.538,2310.029,2304.114,2307.855,281082600,2539696392,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1115,2308.366,2310.02,2299.013,2299.834,243285300,2155778015,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1130,2299.548,2310.507,2299.548,2310.507,224863200,1987831222,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1315,2314.003,2322.226,2314.003,2321.062,367005000,3371883994,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1330,2321.074,2321.296,2316.682,2321.135,260645300,2523013381,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1345,2321.076,2325.985,2319.619,2321.02,350739900,3355446237,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1400,2321.425,2331.531,2320.263,2328.444,572339700,4198032526,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1415,2328.856,2332.169,2325.701,2325.895,526398200,3283773539,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1430,2325.846,2325.975,2321.349,2321.631,258809400,2066072027,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1445,2321.416,2325.647,2321.33,2322.36,275517400,2519409217,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120914,1500,2321.454,2321.454,2307.606,2315.542,530800700,4641021606,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,930,2312.055,2312.055,2312.055,2312.055,24400400,161249376,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,945,2310.855,2314.238,2305.862,2305.862,428070500,3493378641,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1000,2305.201,2305.868,2300.8,2305.443,401607500,3550644163,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1015,2305.08,2307.593,2302.01,2302.918,379426900,3393567942,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1030,2302.772,2304.122,2298.746,2299.824,359197800,3069860411,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1045,2299.708,2302.63,2295.572,2295.572,253818100,2340283977,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1100,2295.131,2296.987,2287.579,2288.444,309144100,2933050672,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1115,2288.184,2288.522,2276.798,2283.856,375051800,3398092301,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1130,2283.687,2283.687,2278.797,2279.691,192706500,1810961702,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1315,2279.278,2287.244,2278.843,2286.399,180557600,1520745901,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1330,2286.375,2287.174,2282.015,2282.015,148149000,1356091869,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1345,2281.717,2289.969,2281.408,2286.267,212695700,1853282683,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1400,2286.331,2286.331,2281.539,2283.811,161004500,1465471961,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1415,2283.755,2283.945,2275.338,2276.725,287029000,2536613281,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1430,2276.862,2278.256,2270.845,2275.487,302127500,2815983820,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1445,2275.863,2277.077,2267.933,2268.386,353626400,3200620774,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120917,1500,2266.956,2266.956,2258.439,2258.705,529860100,4853270192,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,930,2249.425,2249.425,2249.425,2249.425,18260700,147048405,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,945,2248.032,2248.032,2237.836,2240.427,404902500,3861753931,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1000,2241.382,2249.593,2241.227,2244.788,309524300,2941554972,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1015,2244.99,2246.258,2241.981,2242.016,219777400,2037986399,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1030,2242.002,2249.571,2241.928,2249.571,189566300,1724033228,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1045,2250.023,2253.141,2248.733,2250.476,211979500,1762445064,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1100,2250.575,2250.575,2245.332,2245.984,150128600,1292173863,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1115,2245.923,2246.676,2240.171,2243.293,174195000,1571101888,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1130,2243.119,2246.012,2242.428,2244.198,97348600,937725046,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1315,2244.784,2244.937,2240.09,2240.09,100866800,878530060,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1330,2240.398,2246.376,2239.633,2245.994,123278300,1089338679,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1345,2245.728,2247.003,2244.777,2246.547,126584200,1150599033,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1400,2246.955,2252.783,2246.691,2246.75,185655100,1723904940,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1415,2246.945,2246.945,2238.644,2238.644,198263700,1692964117,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1430,2238.981,2239.451,2234.216,2234.418,235902900,2051296892,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1445,2232.452,2232.452,2228.458,2231.183,308101900,2801842464,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120918,1500,2230.584,2235.925,2230.584,2235.239,268533800,2507198208,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,930,2237.218,2237.218,2237.218,2237.218,8039700,62884462,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,945,2239.419,2239.419,2233.682,2237.83,274557200,2346778129,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1000,2237.582,2239.669,2233.449,2234.49,216278200,2127575754,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1015,2234.057,2239.041,2233.251,2238.194,192866800,1947401654,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1030,2237.821,2239.623,2233.928,2234.927,207545000,2122309086,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1045,2235.011,2237.199,2234.197,2235.068,139817600,1473895388,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1100,2235.157,2235.704,2230.365,2230.767,149605900,1490035583,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1115,2230.595,2236.153,2229.77,2236.153,173472000,1401386761,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1130,2236.164,2242.389,2235.154,2240.662,169687400,1362410264,1.35E+12,SZSE
399300,沪深300 ,2.01E+11,20120919,1315,2242.883,2247.049,2242.055,2242.988,231698200,2023261902,1.35E+12,SZSE
