SECCODE,SECNAME,TDATE,MINTIME,STARTPRC,HIGHPRC,LOWPRC,ENDPRC,MINTQ,MINTM,UNIX,MARKET
399300,CSI300 ,20160420,1500,3170.208,3181.741,3167.111,3181.026,1808323000,19463756901,1.46E+12,SZSE
399300,CSI300 ,20160421,1500,3170.057,3173.985,3159.623,3160.603,1148111700,12844235254,1.46E+12,SZSE
399300,CSI300 ,20160422,1500,3166.851,3175.153,3165.759,3174.901,696724900,7820749155,1.46E+12,SZSE
399300,CSI300 ,20160425,1500,3162.234,3162.345,3160.518,3162.033,530614300,5864261034,1.46E+12,SZSE
399300,CSI300 ,20160426,1500,3173.005,3179.34,3170.765,3179.161,723777300,8086822829,1.46E+12,SZSE
399300,CSI300 ,20160427,1500,3169.056,3169.142,3162.737,3165.916,709080900,8147437434,1.46E+12,SZSE
399300,CSI300 ,20160428,1500,3157.296,3162.897,3156.832,3160.581,722072500,8094696715,1.46E+12,SZSE
399300,CSI300 ,20160429,1500,3159.806,3161.318,3156.441,3156.745,607081400,7225918656,1.46E+12,SZSE
399300,CSI300 ,20160503,1500,3206.176,3213.827,3205.154,3213.54,1004406200,12209558743,1.46E+12,SZSE
399300,CSI300 ,20160504,1500,3208.318,3209.461,3204.347,3209.461,730964800,7913525564,1.46E+12,SZSE
399300,CSI300 ,20160505,1500,3216.732,3217.209,3212.241,3213.92,787726000,9177994896,1.46E+12,SZSE
399300,CSI300 ,20160506,1500,3144.691,3144.691,3130.147,3130.354,1392159800,14814049828,1.46E+12,SZSE
399300,CSI300 ,20160509,1500,3062.181,3067.562,3055.199,3065.615,990105400,10203049232,1.46E+12,SZSE
399300,CSI300 ,20160510,1500,3065.8,3069.429,3059.226,3069.112,660599600,6913099171,1.46E+12,SZSE
399300,CSI300 ,20160511,1500,3090.133,3090.995,3082.328,3082.808,729574600,7775937289,1.46E+12,SZSE
399300,CSI300 ,20160512,1500,3084.42,3090.512,3083.977,3090.137,655509700,6965162219,1.46E+12,SZSE
399300,CSI300 ,20160513,1500,3068.074,3075.153,3068.034,3074.935,608127200,6455028607,1.46E+12,SZSE
399300,CSI300 ,20160516,1500,3087.688,3095.555,3087.383,3095.308,696613300,8065166362,1.46E+12,SZSE
399300,CSI300 ,20160517,1500,3090.373,3091.175,3085.583,3086.024,567840000,6414138473,1.46E+12,SZSE
399300,CSI300 ,20160518,1500,3054.194,3069.642,3053.724,3068.035,941759700,9941280079,1.46E+12,SZSE
399300,CSI300 ,20160519,1500,3065.702,3065.702,3058.229,3062.5,558706000,6440482264,1.46E+12,SZSE
399300,CSI300 ,20160520,1500,3074.414,3078.531,3073.226,3078.218,731979400,8295744627,1.46E+12,SZSE
399300,CSI300 ,20160523,1500,3082.531,3087.405,3081.362,3087.222,516980400,5840029301,1.46E+12,SZSE
399300,CSI300 ,20160524,1500,3064.285,3064.285,3061.757,3063.555,541294600,5787050995,1.46E+12,SZSE
399300,CSI300 ,20160525,1500,3061.047,3062.767,3059.125,3059.225,485150600,5297510034,1.46E+12,SZSE
399300,CSI300 ,20160526,1500,3057.668,3064.397,3057.02,3064.211,602249600,6703098590,1.46E+12,SZSE
399300,CSI300 ,20160527,1500,3066.49,3066.853,3061.388,3062.499,573814400,5914181703,1.46E+12,SZSE
399300,CSI300 ,20160530,1500,3066.348,3067.996,3063.191,3066.709,647079000,6682798414,1.46E+12,SZSE
399300,CSI300 ,20160531,1500,3170.419,3170.816,3166.751,3169.559,1303070100,13196770554,1.46E+12,SZSE
399300,CSI300 ,20160601,1500,3168.551,3169.04,3160.299,3160.547,888810500,10649882726,1.46E+12,SZSE
399300,CSI300 ,20160602,1500,3159.283,3167.099,3158.833,3167.099,899108200,10384775439,1.46E+12,SZSE
399300,CSI300 ,20160603,1500,3196.412,3196.421,3188.819,3189.325,932224000,12398187145,1.46E+12,SZSE
399300,CSI300 ,20160606,1500,3176.216,3180.821,3175.912,3178.788,644621900,8368652205,1.47E+12,SZSE
399300,CSI300 ,20160607,1500,3174.75,3177.606,3173.567,3177.053,684883300,8500286847,1.47E+12,SZSE
399300,CSI300 ,20160608,1500,3170.322,3170.322,3163.362,3163.986,762615800,9831098635,1.47E+12,SZSE
399300,CSI300 ,20160613,1500,3091.78,3091.78,3065.767,3066.341,1606960600,18705615519,1.47E+12,SZSE
399300,CSI300 ,20160614,1500,3068.314,3076.159,3067.689,3075.983,525260100,6140758187,1.47E+12,SZSE
399300,CSI300 ,20160615,1500,3113.738,3116.49,3113.158,3116.368,697903800,8320512709,1.47E+12,SZSE
399300,CSI300 ,20160616,1500,3092.57,3095.188,3089.738,3094.674,848697300,9369614291,1.47E+12,SZSE
399300,CSI300 ,20160617,1500,3105.612,3110.434,3104.907,3110.357,682234200,7825127472,1.47E+12,SZSE
399300,CSI300 ,20160620,1500,3113.276,3113.431,3109.727,3112.674,633558800,7169329715,1.47E+12,SZSE
399300,CSI300 ,20160621,1500,3107.826,3107.826,3098.047,3106.317,818315500,9771720169,1.47E+12,SZSE
399300,CSI300 ,20160622,1500,3127.162,3134.06,3127.162,3133.961,894822000,11725407805,1.47E+12,SZSE
399300,CSI300 ,20160623,1500,3120.118,3120.699,3116.424,3117.316,681777500,8063266258,1.47E+12,SZSE
399300,CSI300 ,20160624,1500,3080.911,3081.442,3075.334,3077.155,765882200,8381671144,1.47E+12,SZSE
399300,CSI300 ,20160627,1500,3116.61,3120.64,3114.795,3120.544,799964900,10029356900,1.47E+12,SZSE
399300,CSI300 ,20160628,1500,3131.426,3136.527,3131.426,3136.401,915988400,11325074079,1.47E+12,SZSE
399300,CSI300 ,20160629,1500,3147.391,3152.369,3147.391,3151.389,890721500,10066408844,1.47E+12,SZSE
399300,CSI300 ,20160630,1500,3151.724,3154.368,3151.724,3153.921,692046800,8847616381,1.47E+12,SZSE
399300,CSI300 ,20160701,1500,3160.347,3160.362,3154.042,3154.2,664616600,8328219490,1.47E+12,SZSE
399300,CSI300 ,20160704,1500,3202.716,3204.821,3201.337,3204.696,965920700,11566035241,1.47E+12,SZSE
399300,CSI300 ,20160705,1500,3200.715,3207.775,3200.498,3207.382,1111467600,14193093316,1.47E+12,SZSE
399300,CSI300 ,20160706,1500,3212.462,3217.486,3212.462,3216.803,1075914400,13176054853,1.47E+12,SZSE
399300,CSI300 ,20160707,1500,3209.997,3210.125,3206.404,3209.954,914071900,10815528371,1.47E+12,SZSE
399300,CSI300 ,20160708,1500,3194.945,3194.945,3191.87,3192.28,825515300,10028561647,1.47E+12,SZSE
399300,CSI300 ,20160711,1500,3211.595,3211.925,3201.175,3203.329,1263479900,15100380543,1.47E+12,SZSE
399300,CSI300 ,20160712,1500,3265.137,3273.473,3265.137,3273.182,2045756200,22307438679,1.47E+12,SZSE
399300,CSI300 ,20160713,1500,3276.536,3282.927,3276.536,3282.868,1152486500,13302106780,1.47E+12,SZSE
399300,CSI300 ,20160714,1500,3272.167,3276.763,3270.176,3276.763,906769700,11231602265,1.47E+12,SZSE
399300,CSI300 ,20160715,1500,3281.965,3282.387,3275.419,3276.277,916631700,11369236858,1.47E+12,SZSE
399300,CSI300 ,20160718,1500,3259.483,3262.696,3259.483,3262.022,906318500,10728539085,1.47E+12,SZSE
399300,CSI300 ,20160719,1500,3241.633,3248.629,3240.725,3248.234,753092400,9558371155,1.47E+12,SZSE
399300,CSI300 ,20160720,1500,3243.38,3243.562,3237.531,3237.605,747718800,9215955994,1.47E+12,SZSE
399300,CSI300 ,20160721,1500,3251.171,3252.932,3249.787,3252.522,782269600,9446100871,1.47E+12,SZSE
399300,CSI300 ,20160722,1500,3225.494,3225.54,3223.076,3225.162,852398200,10683018476,1.47E+12,SZSE
399300,CSI300 ,20160725,1500,3228.664,3231.286,3226.26,3230.885,602671700,8316928039,1.47E+12,SZSE
399300,CSI300 ,20160726,1500,3263.606,3269.745,3262.769,3269.588,860241800,11185551963,1.47E+12,SZSE
399300,CSI300 ,20160727,1500,3184.205,3218.243,3182.764,3218.243,1819932000,21076066058,1.47E+12,SZSE
399300,CSI300 ,20160728,1500,3224.943,3225.391,3218.35,3221.136,877700900,10470441021,1.47E+12,SZSE
399300,CSI300 ,20160729,1500,3207.003,3207.44,3203.161,3203.93,777386600,8999520661,1.47E+12,SZSE
399300,CSI300 ,20160801,1500,3183.951,3184.337,3176.129,3176.809,618206100,7275907483,1.47E+12,SZSE
399300,CSI300 ,20160802,1500,3182.923,3189.052,3182.621,3189.052,716647300,7771175183,1.47E+12,SZSE
399300,CSI300 ,20160803,1500,3190.772,3193.794,3189.592,3193.507,751838500,8265777754,1.47E+12,SZSE
399300,CSI300 ,20160804,1500,3196.328,3201.553,3195.912,3201.288,729254500,8862556857,1.47E+12,SZSE
399300,CSI300 ,20160805,1500,3208.014,3208.014,3204.684,3205.11,663396600,8019374706,1.47E+12,SZSE
399300,CSI300 ,20160808,1500,3225.723,3234.479,3225.563,3234.183,935629700,10897387628,1.47E+12,SZSE
399300,CSI300 ,20160809,1500,3253.742,3257.058,3252.085,3256.981,843915600,10122787675,1.47E+12,SZSE
399300,CSI300 ,20160810,1500,3246.398,3246.398,3242.75,3243.34,793567400,9346058358,1.47E+12,SZSE
399300,CSI300 ,20160811,1500,3238.6,3241.042,3232.657,3233.36,966226300,11262565118,1.47E+12,SZSE
399300,CSI300 ,20160812,1500,3286.775,3294.233,3286.76,3294.233,1597378100,17126129064,1.47E+12,SZSE
399300,CSI300 ,20160815,1500,3394.936,3395.579,3389.88,3393.423,1332248300,14921089490,1.47E+12,SZSE
399300,CSI300 ,20160816,1500,3381.669,3382.397,3376.959,3378.245,1210187400,14787844133,1.47E+12,SZSE
399300,CSI300 ,20160817,1500,3369.673,3373.769,3368.965,3373.047,989578800,11883227308,1.47E+12,SZSE
399300,CSI300 ,20160818,1500,3358.226,3364.68,3358.226,3364.485,933275100,11160701408,1.47E+12,SZSE
399300,CSI300 ,20160819,1500,3363.623,3365.43,3362.821,3365.019,1085087400,12411961628,1.47E+12,SZSE
399300,CSI300 ,20160822,1500,3341.922,3343.151,3335.684,3336.794,1107879500,13110935620,1.47E+12,SZSE
399300,CSI300 ,20160823,1500,3329.746,3342.544,3329.746,3341.83,835662800,9756100817,1.47E+12,SZSE
399300,CSI300 ,20160824,1500,3327.812,3330.274,3323.728,3329.863,779230300,9400001218,1.47E+12,SZSE
399300,CSI300 ,20160825,1500,3312.524,3312.613,3308.13,3308.972,696629600,8360580285,1.47E+12,SZSE
399300,CSI300 ,20160826,1500,3306.472,3309.01,3306.135,3307.09,632063600,7851395988,1.47E+12,SZSE
399300,CSI300 ,20160829,1500,3303.004,3308.393,3301.51,3307.781,585014800,7034858108,1.47E+12,SZSE
399300,CSI300 ,20160830,1500,3310.074,3313.322,3305.439,3311.987,887473500,10085069413,1.47E+12,SZSE
399300,CSI300 ,20160831,1500,3323.969,3327.865,3323.107,3327.793,648696300,8062280428,1.47E+12,SZSE
399300,CSI300 ,20160901,1500,3306.399,3307.857,3301.212,3301.576,1159464100,13525326345,1.47E+12,SZSE
399300,CSI300 ,20160902,1500,3311.21,3315.372,3310.611,3314.114,967225900,11277539632,1.47E+12,SZSE
399300,CSI300 ,20160905,1500,3316.414,3320.798,3314.873,3319.68,760498100,8769252148,1.47E+12,SZSE
399300,CSI300 ,20160906,1500,3338.071,3343.197,3335.726,3342.625,1036019600,11920844593,1.47E+12,SZSE
399300,CSI300 ,20160907,1500,3343.117,3343.345,3337.997,3340.817,888228200,9917166096,1.47E+12,SZSE
399300,CSI300 ,20160908,1500,3333.59,3340.003,3333.307,3339.564,764237300,8536427037,1.47E+12,SZSE
399300,CSI300 ,20160909,1500,3323.621,3324.761,3318.044,3318.044,918177600,10418446165,1.47E+12,SZSE
399300,CSI300 ,20160912,1500,3253.669,3264.255,3252.454,3262.604,1600088100,17148366960,1.47E+12,SZSE
399300,CSI300 ,20160913,1500,3250.826,3260.532,3250.219,3260.333,785366000,8784608653,1.47E+12,SZSE
399300,CSI300 ,20160914,1500,3235.645,3241.941,3234.459,3238.729,850844500,9685719221,1.47E+12,SZSE
399300,CSI300 ,20160919,1500,3260.283,3263.292,3259.725,3263.124,560127400,6279261980,1.47E+12,SZSE
399300,CSI300 ,20160920,1500,3255.296,3257.799,3253.441,3257.403,475268000,5579635731,1.47E+12,SZSE
399300,CSI300 ,20160921,1500,3263.899,3266.636,3263.017,3266.636,527973600,6512767714,1.47E+12,SZSE
399300,CSI300 ,20160922,1500,3292.352,3292.878,3290.172,3291.121,630939900,7975865187,1.47E+12,SZSE
399300,CSI300 ,20160923,1500,3279.335,3279.58,3275.025,3275.666,667686200,8005351478,1.47E+12,SZSE
399300,CSI300 ,20160926,1500,3232.057,3232.14,3220.283,3220.283,1002308900,11072425549,1.47E+12,SZSE
399300,CSI300 ,20160927,1500,3233.913,3240.754,3233.085,3240.754,667979400,7252047585,1.47E+12,SZSE
399300,CSI300 ,20160928,1500,3228.687,3231.216,3228.367,3230.89,477428100,5655423751,1.48E+12,SZSE
399300,CSI300 ,20160929,1500,3244.601,3244.64,3242.746,3244.387,597149500,6767366352,1.48E+12,SZSE
399300,CSI300 ,20160930,1500,3252.262,3254.265,3251.679,3253.284,593670700,6883584775,1.48E+12,SZSE
399300,CSI300 ,20161010,1500,3288.805,3293.868,3288.387,3293.868,657533200,7712921077,1.48E+12,SZSE
399300,CSI300 ,20161011,1500,3305.073,3306.907,3304.405,3306.557,787674200,8129022603,1.48E+12,SZSE
399300,CSI300 ,20161012,1500,3296.824,3300.483,3296.824,3300.009,595476700,6555133674,1.48E+12,SZSE
399300,CSI300 ,20161013,1500,3299.531,3302.884,3298.202,3302.645,743934400,7999032354,1.48E+12,SZSE
399300,CSI300 ,20161014,1500,3304.822,3306.637,3304.163,3305.848,981530400,9425765805,1.48E+12,SZSE
399300,CSI300 ,20161017,1500,3283.8,3283.94,3277.326,3277.878,814461100,8574132566,1.48E+12,SZSE
399300,CSI300 ,20161018,1500,3319.074,3321.332,3318.242,3321.332,1081262200,11000417827,1.48E+12,SZSE
399300,CSI300 ,20161019,1500,3310.512,3316.684,3309.961,3316.24,727320400,7502685709,1.48E+12,SZSE
399300,CSI300 ,20161020,1500,3318.512,3318.819,3316.372,3318.604,778973700,8105332121,1.48E+12,SZSE
399300,CSI300 ,20161021,1500,3326.918,3327.799,3325.333,3327.74,860939000,8549103484,1.48E+12,SZSE
399300,CSI300 ,20161024,1500,3368.078,3368.296,3364.765,3367.577,991495100,10329227910,1.48E+12,SZSE
399300,CSI300 ,20161025,1500,3360.602,3367.783,3360.602,3367.454,1018352900,9687116588,1.48E+12,SZSE
399300,CSI300 ,20161026,1500,3352.949,3355.699,3350.301,3354.8,879406100,9306499854,1.48E+12,SZSE
399300,CSI300 ,20161027,1500,3346.748,3347.256,3344.414,3345.695,667222900,7464690649,1.48E+12,SZSE
399300,CSI300 ,20161028,1500,3342.015,3343.747,3337.289,3340.126,1039563400,10745791210,1.48E+12,SZSE
399300,CSI300 ,20161031,1500,3335.08,3336.81,3333.104,3336.278,604609400,6743033967,1.48E+12,SZSE
399300,CSI300 ,20161101,1500,3355.366,3359.052,3354.316,3359.052,697190800,7687131458,1.48E+12,SZSE
399300,CSI300 ,20161102,1500,3339.133,3339.609,3331.53,3333.352,966732400,10247030470,1.48E+12,SZSE
399300,CSI300 ,20161103,1500,3361.781,3365.205,3360.511,3365.085,837682300,9376852900,1.48E+12,SZSE
399300,CSI300 ,20161104,1500,3352.003,3354.286,3351.18,3354.175,756030000,8382399497,1.48E+12,SZSE
399300,CSI300 ,20161107,1500,3352.547,3356.932,3350.25,3356.592,860545400,8376588770,1.48E+12,SZSE
399300,CSI300 ,20161108,1500,3367.929,3371.371,3366.668,3371.118,885931500,9178684485,1.48E+12,SZSE
399300,CSI300 ,20161109,1500,3355.913,3356.083,3348.726,3353.055,1114384900,11127176667,1.48E+12,SZSE
399300,CSI300 ,20161110,1500,3389.934,3390.612,3387.53,3390.612,967208600,9943178555,1.48E+12,SZSE
399300,CSI300 ,20161111,1500,3414.103,3417.292,3413.38,3417.221,1510511200,15325262002,1.48E+12,SZSE
399300,CSI300 ,20161114,1500,3423.82,3430.604,3422.631,3430.248,1256930400,12517215729,1.48E+12,SZSE
399300,CSI300 ,20161115,1500,3423.589,3429.87,3423.589,3429.87,1073771200,11378774003,1.48E+12,SZSE
399300,CSI300 ,20161116,1500,3431.043,3431.233,3426.817,3429.592,1026514900,10674581622,1.48E+12,SZSE
399300,CSI300 ,20161117,1500,3434.927,3436.566,3432.504,3436.535,1241701000,12123812809,1.48E+12,SZSE
399300,CSI300 ,20161118,1500,3418.966,3419.153,3413.411,3417.455,1289123400,13297271970,1.48E+12,SZSE
399300,CSI300 ,20161121,1500,3435.107,3441.235,3434.651,3441.111,928875300,9289697293,1.48E+12,SZSE
399300,CSI300 ,20161122,1500,3460.36,3469.219,3460.032,3468.364,1405028000,15348024334,1.48E+12,SZSE
399300,CSI300 ,20161123,1500,3469.568,3474.997,3469.568,3474.729,1182709500,13052752031,1.48E+12,SZSE
399300,CSI300 ,20161124,1500,3483.383,3488.757,3481.17,3488.74,1170178800,13006546067,1.48E+12,SZSE
399300,CSI300 ,20161125,1500,3510.659,3521.303,3510.544,3521.298,1864664700,19546023122,1.48E+12,SZSE
399300,CSI300 ,20161128,1500,3541.887,3543.035,3528.469,3535.081,1885696900,21454683729,1.48E+12,SZSE
399300,CSI300 ,20161129,1500,3566.236,3566.709,3560.779,3564.04,1927414800,20378729894,1.48E+12,SZSE
399300,CSI300 ,20161130,1500,3530.161,3538.384,3527.148,3538.001,1394141000,15115651797,1.48E+12,SZSE
399300,CSI300 ,20161201,1500,3556.865,3565.649,3556.865,3565.036,1685409300,17982888884,1.48E+12,SZSE
399300,CSI300 ,20161202,1500,3528.185,3532.142,3524.917,3528.955,1683822800,18446923186,1.48E+12,SZSE
399300,CSI300 ,20161205,1500,3462.106,3469.732,3462.072,3469.407,1443614900,14682817112,1.48E+12,SZSE
399300,CSI300 ,20161206,1500,3463.031,3463.464,3456.807,3459.153,1030763400,11069436654,1.48E+12,SZSE
399300,CSI300 ,20161207,1500,3470.328,3475.747,3470.328,3475.747,1125094500,11551849882,1.48E+12,SZSE
399300,CSI300 ,20161208,1500,3472.211,3472.964,3466.536,3470.143,1128497800,11908688595,1.48E+12,SZSE
399300,CSI300 ,20161209,1500,3486.416,3494.073,3485.463,3493.7,1138689900,12033725385,1.48E+12,SZSE
399300,CSI300 ,20161212,1500,3407.097,3414.324,3404.053,3409.179,2032741600,21716929912,1.48E+12,SZSE
399300,CSI300 ,20161213,1500,3407.852,3408.143,3402.094,3405.036,1002790900,10414621229,1.48E+12,SZSE
399300,CSI300 ,20161214,1500,3386.646,3386.983,3378.3,3378.945,1230307800,12776578975,1.48E+12,SZSE
399300,CSI300 ,20161215,1500,3331.771,3340.866,3329.767,3340.434,995050900,10016744895,1.48E+12,SZSE
399300,CSI300 ,20161216,1500,3344.446,3346.647,3342.069,3346.031,837842600,9136011568,1.48E+12,SZSE
399300,CSI300 ,20161219,1500,3326.543,3329.481,3325.128,3328.983,748122600,8089560821,1.48E+12,SZSE
399300,CSI300 ,20161220,1500,3293.688,3309.064,3293.414,3309.064,850178500,8910060977,1.48E+12,SZSE
399300,CSI300 ,20161221,1500,3331.382,3339.28,3331.382,3338.536,800449600,8411491729,1.48E+12,SZSE
399300,CSI300 ,20161222,1500,3334.414,3335.852,3332.221,3335.672,817552600,8475597739,1.48E+12,SZSE
399300,CSI300 ,20161223,1500,3308.405,3308.719,3304.502,3307.599,961761900,10191141901,1.48E+12,SZSE
399300,CSI300 ,20161226,1500,3317.698,3322.421,3316.022,3322.401,904386700,9286264139,1.48E+12,SZSE
399300,CSI300 ,20161227,1500,3321.065,3321.108,3315.832,3316.385,670418400,7002913253,1.48E+12,SZSE
399300,CSI300 ,20161228,1500,3299.276,3302.206,3297.497,3301.889,668499400,7298260344,1.48E+12,SZSE
399300,CSI300 ,20161229,1500,3301.311,3301.905,3296.894,3297.765,814032100,8842040977,1.48E+12,SZSE
399300,CSI300 ,20161230,1500,3301.883,3310.721,3301.22,3310.081,1139531100,12056009898,1.48E+12,SZSE
399300,CSI300 ,20170103,1500,3338.608,3342.416,3338.608,3342.227,636758500,6778202013,1.48E+12,SZSE
399300,CSI300 ,20170104,1500,3362.119,3368.756,3362.119,3368.312,752192300,8698578072,1.48E+12,SZSE
399300,CSI300 ,20170105,1500,3367.504,3367.915,3365.851,3367.789,956457800,9517301238,1.48E+12,SZSE
399300,CSI300 ,20170106,1500,3349.558,3350.355,3346.959,3347.667,804449500,8280360954,1.48E+12,SZSE
399300,CSI300 ,20170109,1500,3359.106,3364.228,3358.607,3363.901,804639400,8238158468,1.48E+12,SZSE
399300,CSI300 ,20170110,1500,3359.389,3360.034,3357.105,3358.272,712222700,7388394963,1.48E+12,SZSE
399300,CSI300 ,20170111,1500,3340.158,3340.158,3334.298,3334.495,931337600,8837576355,1.48E+12,SZSE
399300,CSI300 ,20170112,1500,3324.194,3324.194,3317.493,3317.624,845708400,7758852689,1.48E+12,SZSE
399300,CSI300 ,20170113,1500,3318.855,3321.268,3314.824,3319.912,935041100,9510578117,1.48E+12,SZSE
399300,CSI300 ,20170116,1500,3310.028,3322.587,3306.815,3319.446,2082738500,20661791005,1.48E+12,SZSE
399300,CSI300 ,20170117,1500,3321.078,3326.578,3320.496,3326.356,649820900,6891643545,1.48E+12,SZSE
399300,CSI300 ,20170118,1500,3342.207,3342.207,3337.991,3339.365,582196800,6402365103,1.48E+12,SZSE
399300,CSI300 ,20170119,1500,3325.578,3329.597,3324.707,3329.289,720104200,6657153160,1.48E+12,SZSE
399300,CSI300 ,20170120,1500,3355.495,3356.276,3353.171,3354.889,654999600,6888524565,1.48E+12,SZSE
399300,CSI300 ,20170123,1500,3358.513,3364.081,3358.076,3364.081,700654500,6676003232,1.49E+12,SZSE
399300,CSI300 ,20170124,1500,3366.204,3366.35,3362.251,3364.451,655114300,6504945292,1.49E+12,SZSE
399300,CSI300 ,20170125,1500,3372.225,3375.988,3371.876,3375.904,650722100,6939767418,1.49E+12,SZSE
399300,CSI300 ,20170126,1500,3386.06,3388.055,3385.637,3387.961,788801000,7998297179,1.49E+12,SZSE
399300,CSI300 ,20170203,1500,3368.157,3368.157,3362.837,3364.492,471113700,4972751047,1.49E+12,SZSE
399300,CSI300 ,20170206,1500,3368.832,3373.676,3368.738,3373.205,559438300,6159833417,1.49E+12,SZSE
399300,CSI300 ,20170207,1500,3360.81,3366.004,3359.949,3365.685,555355200,5993211204,1.49E+12,SZSE
399300,CSI300 ,20170208,1500,3380.751,3383.686,3380.751,3383.288,932906100,10284933096,1.49E+12,SZSE
399300,CSI300 ,20170209,1500,3394.61,3396.732,3393.716,3396.292,692214900,7416073893,1.49E+12,SZSE
399300,CSI300 ,20170210,1500,3410.604,3414.109,3410.525,3413.487,835164800,8554356211,1.49E+12,SZSE
399300,CSI300 ,20170213,1500,3432.643,3436.708,3431.056,3436.275,839367400,9226248753,1.49E+12,SZSE
399300,CSI300 ,20170214,1500,3432.241,3435.804,3430.837,3435.804,934622000,9536014480,1.49E+12,SZSE
399300,CSI300 ,20170215,1500,3422.196,3422.424,3417.206,3421.713,1116151500,10940088257,1.49E+12,SZSE
399300,CSI300 ,20170216,1500,3434.754,3440.933,3434.754,3440.933,894377600,9297388980,1.49E+12,SZSE
399300,CSI300 ,20170217,1500,3423.768,3424.27,3419.793,3421.442,945266500,9221540810,1.49E+12,SZSE
399300,CSI300 ,20170220,1500,3466.554,3472.368,3465.914,3471.393,1377648300,14276724506,1.49E+12,SZSE
399300,CSI300 ,20170221,1500,3478.105,3483.11,3477.48,3482.823,829809400,8931414025,1.49E+12,SZSE
399300,CSI300 ,20170222,1500,3485.193,3489.946,3484.488,3489.757,861340700,9390796800,1.49E+12,SZSE
399300,CSI300 ,20170223,1500,3470.123,3473.532,3469.789,3473.324,758354300,8113491507,1.49E+12,SZSE
399300,CSI300 ,20170224,1500,3471.453,3473.852,3471.331,3473.852,844641300,8917307972,1.49E+12,SZSE
399300,CSI300 ,20170227,1500,3449.978,3450.106,3441.567,3446.223,1006190000,10746059182,1.49E+12,SZSE
399300,CSI300 ,20170228,1500,3448.265,3453.635,3448.265,3452.81,800329300,8810368755,1.49E+12,SZSE
399300,CSI300 ,20170301,1500,3457.051,3458.438,3455.067,3458.438,677200700,7575757243,1.49E+12,SZSE
399300,CSI300 ,20170302,1500,3439.566,3439.566,3434.168,3435.096,934310700,9540349445,1.49E+12,SZSE
399300,CSI300 ,20170303,1500,3422.961,3428.053,3421.099,3427.863,797288600,8846135534,1.49E+12,SZSE
399300,CSI300 ,20170306,1500,3444.783,3447.049,3444.753,3446.484,909366600,9531114313,1.49E+12,SZSE
399300,CSI300 ,20170307,1500,3450.063,3454.039,3449.651,3453.957,699714900,8233944637,1.49E+12,SZSE
399300,CSI300 ,20170308,1500,3446.913,3449.455,3446.592,3448.731,644329800,6962131717,1.49E+12,SZSE
399300,CSI300 ,20170309,1500,3420.651,3427.519,3420.651,3426.944,880558600,9367737366,1.49E+12,SZSE
399300,CSI300 ,20170310,1500,3428.043,3430.052,3427.156,3427.892,648371900,7580696923,1.49E+12,SZSE
399300,CSI300 ,20170313,1500,3454.721,3458.098,3453.769,3458.098,746003300,8891860965,1.49E+12,SZSE
399300,CSI300 ,20170314,1500,3452.152,3456.817,3451.68,3456.693,679792000,8028879539,1.49E+12,SZSE
399300,CSI300 ,20170315,1500,3462.424,3463.919,3460.442,3463.644,779994000,8808420321,1.49E+12,SZSE
399300,CSI300 ,20170316,1500,3480.092,3481.741,3479.434,3481.507,1029696300,11266650292,1.49E+12,SZSE
399300,CSI300 ,20170317,1500,3452.384,3452.568,3441.52,3445.805,1390229600,15409587472,1.49E+12,SZSE
399300,CSI300 ,20170320,1500,3443.684,3449.699,3443.684,3449.613,774953100,8669513297,1.49E+12,SZSE
399300,CSI300 ,20170321,1500,3460.854,3466.703,3460.723,3466.347,747068900,9902066387,1.49E+12,SZSE
399300,CSI300 ,20170322,1500,3450.344,3450.754,3447.708,3450.05,724128100,9081480420,1.49E+12,SZSE
399300,CSI300 ,20170323,1500,3457.68,3462.048,3456.944,3461.978,712156900,9084126772,1.49E+12,SZSE
399300,CSI300 ,20170324,1500,3489.251,3489.678,3486.161,3489.6,1230706400,14019607779,1.49E+12,SZSE
399300,CSI300 ,20170327,1500,3481.323,3481.72,3477.181,3478.039,737768500,8827072775,1.49E+12,SZSE
399300,CSI300 ,20170328,1500,3470.014,3471.079,3468.974,3469.809,657250100,7401098504,1.49E+12,SZSE
399300,CSI300 ,20170329,1500,3470.522,3470.601,3464.035,3465.193,910083300,10237767159,1.49E+12,SZSE
399300,CSI300 ,20170330,1500,3434.451,3437.886,3432.181,3436.758,1087536000,11030867457,1.49E+12,SZSE
399300,CSI300 ,20170331,1500,3453.397,3456.305,3453.397,3456.046,754052500,9310293456,1.49E+12,SZSE
399300,CSI300 ,20170405,1500,3501.761,3504.031,3500.293,3503.893,1011050700,11459252134,1.49E+12,SZSE
399300,CSI300 ,20170406,1500,3511.56,3514.31,3510.521,3514.047,1014407200,11427878874,1.49E+12,SZSE
399300,CSI300 ,20170407,1500,3517.952,3518.259,3514.668,3517.463,938370000,10167838437,1.49E+12,SZSE
399300,CSI300 ,20170410,1500,3505.328,3505.779,3503.751,3505.139,870424500,10293714885,1.49E+12,SZSE
399300,CSI300 ,20170411,1500,3511.038,3520.026,3510.839,3517.328,2314353500,25061687724,1.49E+12,SZSE
399300,CSI300 ,20170412,1500,3503.808,3509.751,3498.867,3509.439,1653621600,16687539833,1.49E+12,SZSE
399300,CSI300 ,20170413,1500,3511.714,3514.759,3510.24,3514.566,1074647400,11406337782,1.49E+12,SZSE
